epoch,train_loss,eval_loss,eval_top1,eval_top5
0,0.4807009994983673,6.96864,0.078,0.476
1,0.027203636975692853,5.6603325,4.678000008544922,14.004000006713866
2,0.006694097437762788,5.169385,8.55400001953125,22.63200002319336
3,0.00625846761145762,4.308038125,17.93800002807617,38.83600002319336
4,0.005793096630700997,3.85248875,23.189999990234377,46.39400000244141
5,0.005345202084364635,3.63745875,27.804000036621094,52.89800008789062
6,0.005140899381201182,3.3247875,31.692000007324218,57.12399999511719
7,0.0051379527098366195,3.2167675,33.451999974365236,59.42600002929687
8,0.004784074844792485,3.113573125,36.967999954833985,62.752000122070314
9,0.004753298525299344,3.123209375,36.610000017089845,62.82199996337891
10,0.004597589573157685,2.708015625,42.44400006469726,68.61600003662109
11,0.004716408106365374,2.6875453125,44.95800004638672,71.6399999609375
12,0.004340311096582029,2.730925625,43.67200002075195,69.58999988769531
13,0.0044633919772292885,2.460236875,48.85000001342773,74.37000005859375
14,0.0044070794080783215,2.3853434375,49.65999992675781,75.35600001708984
15,0.004274145018176309,2.6829215625,45.13000001342773,70.81200002441406
16,0.00422742758278868,2.38906875,49.1999999609375,74.5800001171875
17,0.004144185305839139,2.4628728125,48.738000017089846,73.27600001708984
18,0.0041505185321771675,2.8067240625,44.19600001464844,69.83800006835938
19,0.004040157472315643,2.3438259375,50.59799993164062,75.8580000415039
20,0.004032633417019886,2.189740625,53.23000005126953,77.41800002929688
21,0.004128179063887468,2.20334125,53.18199996826172,77.71799997070312
