epoch,train_loss,eval_loss,eval_top1,eval_top5
0,0.48068677527563913,6.968003355102539,0.08,0.474
1,0.02720151495720659,5.692130648193359,4.521999995727539,13.549999989013672
2,0.006685641560969608,4.9928591757202145,10.106000045166015,25.76400001098633
3,0.006244781094470194,4.316687687530518,17.597999993896483,37.95000001342773
4,0.0057719409731881955,4.0982319527435305,20.624,42.82599997314453
5,0.005323598294385842,3.6456217497253416,27.167999956054686,51.54799998779297
6,0.005115152070564883,3.190305383758545,34.118000037841796,60.576000043945314
7,0.005119407948638711,3.1470489399719237,35.310000073242186,61.32000001953125
8,0.004766872701501208,2.965973140487671,38.22800002685547,65.11799994140625
9,0.004744664998725057,2.9110565199279783,39.658000018310545,66.27000002441406
10,0.004584785351263625,2.530306270675659,45.30200000976563,71.51599997558594
11,0.004707766630287681,2.7669198533630373,43.586000078125,70.12999997070312
12,0.004320739818337772,2.990958019866943,39.60200008789062,65.53799991210937
13,0.004455084347033075,2.5545266456604003,46.951999997558595,72.50999999511718
14,0.004403598456909614,2.4306127628326415,49.12799995361328,74.45200001708984
15,0.004256407331143107,2.6679186975097657,45.24199995117188,70.92000005371094
16,0.004192447422870568,2.4220940070343016,49.7100000390625,74.6940000390625
17,0.004127409009795103,2.3529790409851072,50.10600000732422,74.74199998291016
18,0.0041364607168361545,2.575534050331116,47.83200010253906,73.00600013671875
19,0.004018278210423887,2.4106193103790283,48.94199999023437,74.34200008789063
20,0.004026403816949044,2.276921521644592,51.72400007324219,76.24800005615235
21,0.004132065256791455,2.3272670351409914,50.09000003662109,75.1120000390625
22,0.004139891892139401,2.5615237281799317,48.74599993652344,73.07599997802734
23,0.004154824086331895,2.4574656559753416,49.40200000732422,74.15199998779296
24,0.004160411290026137,2.376495214691162,51.807999975585936,76.21600000976562
25,0.003988662884304566,2.449871408920288,48.23600004638672,72.98399998291016
26,0.004073827643878758,2.131917394332886,56.886000009765624,80.58199996826171
27,0.003848415466823748,2.3407372874832153,52.413999931640625,76.90600001220703
28,0.003669279211732958,2.3838472229385377,50.58000000244141,74.83999997802735
29,0.0038977066620386074,2.1223011679840087,54.41600003417969,78.94600001220704
30,0.003619369269082589,1.9749327992630006,60.00200001953125,83.11199998535156
31,0.003874485281163028,2.4087848886489867,51.448000014648436,75.58400001953125
32,0.003578364782567535,2.1920538778686525,55.786000024414065,79.69800003417969
33,0.003949384171781796,2.171676206703186,55.241999978027344,78.9640000390625
34,0.003921167342923582,2.1733131424713137,54.8619999609375,78.74999996582031
35,0.003760109406097659,2.056502865180969,58.36000008300781,81.44200001953125
36,0.0037259608174541165,2.1141960004806517,57.00600006835938,80.85800005371094
37,0.0035441859093095574,2.290373818321228,53.136000083007815,76.49000000488282
38,0.0035087285796180367,2.0577676679229735,58.09599994384766,81.2679999609375
39,0.003546775767712721,1.848946503982544,60.75799997802734,83.3699999194336
40,0.003596872473800821,1.9689956619262696,61.55000002685547,84.03400001953125
41,0.0037412747707484023,1.8807496172332763,59.248000009765626,82.19399999023437
42,0.0036729846615344286,1.8563665254211426,61.29199999023437,84.0399999609375
43,0.0035591096717066,1.9341299697494507,59.23600000488281,82.58600004394532
44,0.0033013532437118037,1.7503875201416015,63.65399994140625,85.31600006103515
45,0.0033016306614237173,1.7904949002075194,62.23999991699219,84.68200000732422
46,0.003414906012559576,1.9987965517425537,58.354000026855466,81.2160000415039
47,0.003169230434910527,1.5875838998413085,65.17999998291016,86.66000013671875
48,0.0034486239144046393,1.8998898807907105,64.74000005859375,86.40000000488281
49,0.0031991833987246665,1.8123843885803224,62.50399990234375,84.61200009521484
50,0.0032865194703585337,1.813677876663208,62.79599991699219,84.83600000976563
51,0.0030673446765701684,1.7449453257751464,63.21800012695312,85.02400014160156
52,0.0033120608755520414,1.747785078277588,65.34600009033203,86.53399995361328
53,0.0032795314577275087,1.467871487045288,67.48200002441406,88.027999921875
54,0.002989311985272382,1.646738730392456,67.19000006103515,87.66400010253906
55,0.0031560364545189907,1.6562528538131713,65.56200000244141,86.54599995117188
56,0.0031656869520832387,1.4094810946464538,69.74800002441407,89.51600002441407
57,0.0030317830221195307,1.4934301391983031,70.15599997314453,89.50999994628906
58,0.002977377103109445,1.5040582837295533,67.96200000976563,88.47600011230469
59,0.002983839700131544,1.4665643321228028,68.75000005859376,88.60000002685547
60,0.0030782577814534307,1.569916094894409,68.07999997558593,88.32800005371094
61,0.0032479800283908844,1.4906516875839233,68.51599998291016,88.35599992431641
62,0.003086673378545259,1.4297964080810548,69.67799995117187,89.4960000756836
63,0.002875416855593877,1.391392237510681,70.49600014892579,89.66400002441407
64,0.0031682673475838135,1.4598479654693604,70.32800002197266,89.79199989257812
65,0.0030761739305619684,1.5660826656341553,70.86000001953126,89.96999994384765
66,0.0027202268496954013,1.3151897245788575,71.25000002441406,90.14800002685547
67,0.002794399084190705,1.3117967652893066,72.45200004882813,90.82600009765625
68,0.002942137104193015,1.3188382316589355,72.98999988769532,91.2220000756836
69,0.0028228674034055856,1.3290037902641296,72.65400004394532,91.04200004394531
70,0.0030279334501496385,1.2301857527160645,73.71800004394531,91.58600004638672
71,0.00283576558077974,1.256516436882019,73.4720000415039,91.48200009765625
72,0.0031170132237353493,1.219942648010254,73.38799999023438,91.32400007080078
73,0.0026583692524582148,1.2452258902359008,74.58600007324219,92.07999997070313
74,0.0027752967601242873,1.2029954611206055,74.39600001708985,92.01599999267579
75,0.00279082206543535,1.2162420275878907,74.8279999609375,92.02799994140625
76,0.003028679040393659,1.41995572265625,74.36600006835937,92.08199999267578
77,0.0028135486811931643,1.1893332555961609,75.16999992919922,92.50199999023438
78,0.002721550042874047,1.2054001134490966,75.5019999609375,92.56600007080078
79,0.002969002184857215,1.1223917459106445,75.52200006591796,92.85200009277344
80,0.0026551502191328575,1.0902440080833435,76.44800006103516,93.03200009277344
81,0.0026102515403181314,1.1431110938453675,76.3939999609375,93.16999988769531
82,0.0024670957105367313,1.0604808700752257,76.7179999584961,93.22000006835937
83,0.002563664922490716,1.0275542941093445,76.83600003173828,93.15400006347656
84,0.0026467639420713696,1.0947098358154297,77.08400003173828,93.4240000390625
85,0.0028914800246379207,1.0144685787010193,76.93000003417968,93.37800009277343
86,0.0025512954453006387,1.048896000919342,77.48600003417968,93.5219999609375
87,0.002836370757514877,1.048696559638977,77.53600005859376,93.57000006591797
88,0.0023962497528243277,1.0479683907318116,77.76199998291015,93.66799993408203
89,0.0021681218724032597,0.9888167841529846,77.87799995849609,93.7500000390625
90,0.0024760172652479795,1.0968558620643616,77.79400003173828,93.66199998779297
91,0.002287826168217829,1.020105011177063,77.86399998046875,93.82000006591797
92,0.0024166087303975864,0.9541360102272034,78.06600003173828,93.83600001464843
93,0.002584478335588106,1.0378800792884826,78.03200010986328,93.82199993652344
94,0.002510796700205122,1.1121609950637816,77.94600003417969,93.76800001464844
95,0.0024889237081099835,1.0615823037338257,78.00200000732421,93.82399990966798
96,0.0026444435019844343,1.129146798915863,78.00200000732421,93.77200001464844
97,0.0023186361234235975,1.112657951927185,78.02400000732422,93.8219999633789
